Age,Gender,Annual_Income_USD,City_Type,Daily_Commute_km,Number_of_Cars_Owned,Current_Car_Type,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Home_Charging_Possible,Environmental_Concern_Level,Subsidy_Available,Range_Anxiety_Level,Will_Buy_EV
46,Male,172772.0,Suburban,50.4,2,SUV,6,9,Yes,3.0,Yes,Low,Yes
42,Male,92251.0,Urban,61.1,1,Sedan,9,16,No,5.0,Yes,Low,Yes
48,Female,70475.0,Rural,60.9,1,SUV,1,2,No,1.0,Yes,Medium,No
68,Male,75946.0,Rural,31.6,2,SUV,1,0,Yes,4.0,No,Low,No
55,Male,134063.0,Urban,48.5,2,Sedan,4,12,Yes,5.0,Yes,Low,Yes
61,Male,100474.0,Suburban,67.2,1,Sedan,6,5,Yes,4.0,Yes,Low,Yes
32,Female,30000.0,Rural,5.0,2,Sedan,1,0,Yes,3.0,Yes,Low,Yes
45,Female,90029.0,Suburban,53.5,2,Sedan,4,5,Yes,2.0,No,Low,No
52,Female,100447.0,Suburban,86.0,1,Sedan,1,1,Yes,3.0,No,Low,No
36,Female,59901.0,Urban,102.8,3,Sedan,2,18,No,3.0,Yes,Medium,No
30,Female,32083.0,Urban,19.4,1,SUV,13,19,No,4.0,Yes,Low,No
47,Female,132386.0,Urban,39.4,2,SUV,4,4,No,2.0,No,Medium,No
50,Male,68380.0,Rural,5.0,1,Hatchback,0,2,Yes,4.0,Yes,Low,No
43,Male,64417.0,Urban,5.4,1,Sedan,6,14,No,5.0,No,Low,No
38,Male,45138.0,Suburban,55.3,1,SUV,4,8,Yes,1.0,No,Low,No
63,Female,30033.0,Urban,6.5,4,SUV,4,12,No,2.0,No,Low,No
28,Female,80601.0,Suburban,62.5,1,Sedan,7,5,No,4.0,No,Medium,No
39,Male,72949.0,Urban,17.4,2,SUV,13,4,Yes,4.0,Yes,Low,Yes
48,Male,93316.0,Urban,34.5,1,Sedan,14,9,No,2.0,No,Low,No
38,Male,30000.0,Rural,20.1,2,Truck,0,0,Yes,1.0,Yes,Low,No
49,Female,89539.0,Suburban,32.1,2,Sedan,2,5,No,3.0,Yes,Low,No
45,Female,95247.0,Urban,44.0,2,Sedan,3,11,No,3.0,Yes,Medium,No
25,Male,122872.0,Urban,72.1,1,SUV,13,17,Yes,5.0,No,Low,No
54,Other,71212.0,Urban,54.3,2,Truck,10,12,No,5.0,Yes,Low,No
36,Female,84287.0,Suburban,55.1,2,Sedan,1,9,Yes,2.0,No,Low,No
65,Female,174000.0,Suburban,45.6,1,Sedan,2,3,No,3.0,No,Low,No
52,Female,104538.0,Suburban,21.2,1,Truck,1,5,Yes,5.0,Yes,Low,Yes
58,Female,67575.0,Urban,29.7,2,Sedan,3,13,No,3.0,Yes,Low,No
49,Female,40878.0,Rural,5.0,1,Hatchback,2,0,Yes,3.0,Yes,Low,No
61,Female,65775.0,Rural,26.9,2,Sedan,0,3,Yes,5.0,Yes,Low,Yes
63,Male,53486.0,Suburban,5.0,2,Sedan,6,4,Yes,3.0,No,Low,No
34,Male,133659.0,Urban,19.0,1,SUV,10,18,No,3.0,Yes,Low,No
28,Male,72182.0,Suburban,21.7,1,Sedan,4,5,Yes,1.0,Yes,Low,No
68,Male,105134.0,Rural,12.7,2,Sedan,2,2,Yes,2.0,No,Low,No
26,Female,57160.0,Urban,94.0,2,Truck,14,5,No,3.0,Yes,Low,No
40,Male,124982.0,Urban,65.3,1,Hatchback,9,11,No,5.0,Yes,Low,Yes
29,Male,90353.0,Urban,42.8,1,Sedan,6,4,No,3.0,No,Medium,No
29,Male,145914.0,Urban,32.7,1,Sedan,6,6,Yes,1.0,No,Low,No
61,Male,84287.0,Suburban,35.2,2,Sedan,7,5,Yes,1.0,No,Low,No
43,Female,30244.0,Urban,59.4,1,Sedan,11,14,Yes,2.0,Yes,Low,No
39,Male,73940.0,Suburban,59.1,2,Sedan,7,8,Yes,1.0,Yes,Low,No
53,Male,117729.0,Urban,71.7,4,SUV,13,13,Yes,5.0,No,Low,No
42,Male,30000.0,Urban,64.5,3,Sedan,2,10,No,4.0,Yes,High,No
48,Female,77008.0,Suburban,81.3,1,Hatchback,2,7,Yes,5.0,Yes,Low,Yes
41,Male,84906.0,Urban,15.1,3,Truck,8,7,Yes,4.0,No,Low,No
31,Male,44080.0,Rural,45.9,1,SUV,0,2,Yes,4.0,No,Low,No
32,Male,72754.0,Suburban,57.4,1,Sedan,2,4,Yes,4.0,No,Low,No
45,Male,110321.0,Urban,8.4,1,Sedan,13,18,No,4.0,Yes,Low,Yes
35,Male,75822.0,Urban,73.4,2,Sedan,3,4,No,2.0,Yes,Low,No
67,Female,126746.0,Rural,23.0,2,SUV,1,1,Yes,3.0,Yes,Low,Yes
57,Male,54139.0,Urban,45.7,3,SUV,5,13,No,2.0,No,Medium,No
68,Male,84287.0,Suburban,44.5,2,Hatchback,4,7,Yes,4.0,Yes,Low,Yes
64,Male,79224.0,Suburban,38.6,2,Sedan,4,9,Yes,5.0,Yes,Low,No
48,Female,35750.0,Suburban,31.7,2,Sedan,1,9,No,5.0,Yes,High,No
47,Female,70350.0,Rural,5.0,1,Sedan,2,0,Yes,3.0,Yes,Low,No
46,Male,124058.0,Suburban,41.6,1,SUV,5,6,Yes,2.0,Yes,Low,No
51,Female,62144.0,Urban,5.0,1,Sedan,5,14,No,1.0,No,Low,No
37,Male,63825.0,Suburban,40.45,4,Sedan,4,2,Yes,5.0,Yes,Low,Yes
27,Female,95207.0,Suburban,42.7,3,Sedan,4,2,Yes,4.0,No,Low,No
65,Female,30000.0,Urban,39.3,2,Sedan,7,16,Yes,4.0,Yes,Low,No
42,Female,123312.0,Urban,45.7,1,Hatchback,2,3,Yes,5.0,No,Low,No
26,Male,65556.0,Suburban,14.0,1,SUV,3,9,Yes,5.0,No,Low,No
50,Female,78252.0,Rural,44.7,1,Sedan,2,3,Yes,5.0,Yes,Low,Yes
27,Male,30000.0,Suburban,37.6,1,SUV,2,2,Yes,5.0,Yes,Low,No
41,Female,97763.0,Urban,67.3,2,Sedan,13,17,No,4.0,Yes,Low,No
27,Male,96295.0,Urban,12.1,2,Sedan,3,18,Yes,2.0,No,Low,No
49,Male,144762.0,Urban,27.5,1,Truck,2,6,Yes,3.0,No,Low,No
40,Female,114869.0,Rural,63.3,1,SUV,0,2,Yes,1.0,Yes,Low,Yes
54,Female,30000.0,Rural,27.3,3,Hatchback,1,2,Yes,3.0,No,Low,No
31,Female,98373.0,Rural,32.7,1,Hatchback,2,3,Yes,3.0,Yes,Low,Yes
53,Male,92473.0,Suburban,29.8,1,Truck,6,3,No,1.0,Yes,Medium,No
67,Male,116886.0,Suburban,69.1,2,SUV,4,6,Yes,2.0,No,Low,No
47,Female,133640.0,Suburban,85.0,2,Sedan,7,1,Yes,1.0,Yes,Medium,No
45,Male,47885.0,Urban,57.9,3,SUV,6,13,Yes,4.0,Yes,Low,Yes
50,Female,35150.0,Rural,25.0,1,SUV,1,3,Yes,1.0,No,Low,No
58,Female,92385.0,Suburban,70.1,3,Truck,0,5,Yes,5.0,Yes,Low,Yes
32,Female,86258.0,Urban,55.1,2,Sedan,12,10,No,3.0,No,Medium,No
33,Male,94589.0,Urban,17.3,1,Sedan,4,12,Yes,1.0,No,Low,No
41,Female,112037.0,Suburban,7.0,2,Hatchback,6,3,Yes,4.0,Yes,Low,Yes
54,Male,98396.0,Suburban,17.3,3,SUV,5,6,Yes,3.0,Yes,Low,Yes
25,Male,51207.0,Suburban,40.8,1,Sedan,1,9,Yes,5.0,Yes,Low,Yes
69,Female,108462.0,Urban,76.3,4,Sedan,8,3,No,2.0,Yes,Medium,No
65,Male,40588.0,Urban,45.4,1,SUV,13,8,No,4.0,Yes,Medium,No
64,Male,72483.0,Rural,46.4,2,Sedan,0,2,Yes,2.0,Yes,Low,No
41,Male,58052.0,Rural,55.5,3,SUV,1,1,Yes,4.0,No,Low,No
63,Female,36242.0,Urban,46.4,2,SUV,3,15,Yes,3.0,Yes,Low,No
64,Other,92760.0,Suburban,28.9,1,Sedan,1,9,Yes,2.0,No,Low,No
64,Female,30000.0,Suburban,53.4,1,Sedan,5,2,Yes,2.0,No,Low,No
60,Male,76110.0,Rural,45.4,2,Truck,1,1,Yes,4.0,No,Low,No
50,Female,59336.0,Rural,22.7,1,Sedan,2,2,Yes,3.0,Yes,Low,No
56,Male,72047.0,Urban,75.0,2,Sedan,10,4,No,2.0,No,Medium,No
36,Female,123501.0,Urban,33.7,2,Hatchback,9,15,No,1.0,No,Low,No
33,Male,44583.0,Suburban,45.0,3,Sedan,3,6,Yes,2.0,Yes,Low,Yes
36,Male,73155.0,Suburban,39.6,1,Sedan,7,1,Yes,5.0,Yes,Low,No
37,Male,40754.0,Urban,5.0,1,Sedan,6,8,Yes,1.0,Yes,Low,No
40,Female,122777.0,Urban,72.6,1,SUV,5,10,Yes,4.0,No,Low,No
47,Male,120429.0,Urban,19.6,1,SUV,2,3,Yes,4.0,No,Low,No
62,Female,126487.0,Suburban,26.7,1,SUV,2,5,Yes,2.0,No,Low,No
27,Male,137573.0,Suburban,85.4,2,SUV,7,1,Yes,4.0,No,Low,No
63,Male,140561.0,Urban,57.5,2,Sedan,8,19,No,3.0,Yes,Low,Yes
67,Male,112536.0,Suburban,24.6,2,Sedan,4,3,No,5.0,Yes,Low,Yes
26,Female,119807.0,Suburban,48.4,2,Sedan,5,3,Yes,3.0,Yes,Low,No
59,Female,52740.0,Suburban,10.2,2,Sedan,7,5,Yes,2.0,No,Low,No
62,Male,66471.0,Urban,73.9,2,SUV,12,7,No,5.0,No,Medium,No
60,Female,134700.0,Urban,37.2,2,Sedan,12,18,No,2.0,Yes,Low,Yes
67,Male,131660.0,Rural,94.6,1,Sedan,0,2,Yes,3.0,No,Low,Yes
62,Female,99628.0,Suburban,40.3,2,Sedan,6,4,Yes,5.0,Yes,Low,Yes
69,Male,57622.0,Urban,50.7,1,SUV,12,3,No,1.0,No,Medium,No
69,Female,102455.0,Suburban,37.9,1,SUV,1,6,Yes,2.0,Yes,Low,No
56,Female,95334.0,Urban,5.0,1,Truck,11,17,Yes,5.0,Yes,Low,Yes
40,Male,174000.0,Suburban,40.7,2,Hatchback,0,9,Yes,2.0,No,Low,No
46,Male,30000.0,Urban,53.2,2,Hatchback,4,8,Yes,4.0,No,Low,No
28,Male,96964.0,Urban,52.7,1,Hatchback,14,15,No,2.0,Yes,Low,No
34,Male,59286.0,Urban,5.0,1,Hatchback,5,6,No,4.0,No,Medium,No
54,Female,87726.0,Urban,42.9,2,Sedan,9,4,Yes,5.0,No,Low,Yes
55,Female,30000.0,Suburban,19.8,2,Hatchback,0,9,Yes,5.0,Yes,Low,Yes
60,Male,96891.0,Suburban,14.4,4,Truck,1,6,Yes,5.0,Yes,Low,No
65,Female,87712.0,Urban,5.0,2,Truck,12,17,Yes,2.0,Yes,Low,No
49,Female,79769.0,Urban,30.3,2,Sedan,12,18,Yes,3.0,Yes,Low,No
55,Male,95679.0,Urban,5.0,1,Truck,7,3,Yes,2.0,No,Low,No
64,Female,134501.0,Urban,48.9,1,Sedan,13,19,Yes,4.0,No,Low,No
47,Female,91775.0,Rural,32.1,1,Hatchback,2,3,Yes,2.0,Yes,Low,No
42,Male,107212.0,Suburban,72.4,2,SUV,5,3,No,3.0,No,Medium,No
29,Male,73985.0,Urban,32.3,1,SUV,10,12,No,4.0,Yes,Low,Yes
42,Male,66977.0,Urban,5.0,1,Hatchback,2,10,No,4.0,Yes,Low,No
43,Other,155798.0,Urban,48.2,3,SUV,8,13,No,2.0,Yes,Low,No
44,Female,93100.0,Rural,82.9,1,Sedan,0,3,Yes,2.0,Yes,Low,No
43,Female,133234.0,Urban,5.0,2,SUV,13,8,Yes,3.0,No,Low,No
32,Female,94902.0,Urban,50.4,1,Sedan,12,13,No,3.0,No,Medium,No
28,Male,39901.0,Suburban,78.8,2,Truck,1,4,Yes,3.0,No,Low,No
59,Female,55542.0,Suburban,13.1,1,Hatchback,5,9,Yes,2.0,Yes,Low,No
37,Female,61690.0,Urban,60.3,2,SUV,2,12,No,2.0,Yes,Medium,No
55,Male,77274.0,Urban,41.2,2,Sedan,8,16,No,4.0,No,Medium,No
45,Female,115755.0,Urban,33.1,1,SUV,11,17,Yes,5.0,Yes,Low,Yes
30,Male,83367.0,Urban,65.1,3,Sedan,5,3,No,2.0,Yes,Medium,No
34,Female,109775.0,Urban,39.6,1,SUV,9,18,No,3.0,No,Low,No
59,Male,164179.0,Urban,65.1,2,SUV,4,11,No,2.0,Yes,Medium,No
30,Female,57624.0,Urban,66.5,1,SUV,13,12,No,2.0,Yes,Medium,No
50,Male,105601.0,Suburban,56.8,4,Sedan,5,5,Yes,5.0,Yes,Low,Yes
39,Female,104074.0,Urban,34.0,2,SUV,5,17,Yes,1.0,No,Low,No
53,Male,75723.0,Urban,16.5,2,Hatchback,11,16,No,5.0,Yes,Low,Yes
35,Male,30000.0,Urban,43.7,2,Sedan,14,16,Yes,5.0,Yes,Low,No
36,Male,121824.0,Urban,55.3,2,Truck,8,13,No,1.0,No,Medium,No
58,Female,30000.0,Suburban,99.0,1,SUV,1,3,Yes,4.0,Yes,Low,No
34,Male,69465.0,Urban,6.0,1,Hatchback,10,10,No,4.0,Yes,Low,Yes
68,Female,64020.0,Urban,53.3,1,Sedan,14,15,Yes,3.0,Yes,Low,No
45,Male,66434.0,Urban,96.0,3,Hatchback,2,3,No,1.0,No,Medium,No
43,Male,102231.0,Suburban,75.5,2,Sedan,2,5,Yes,3.0,No,Medium,No
55,Male,89729.0,Rural,18.4,2,Sedan,0,3,Yes,2.0,Yes,Low,No
28,Male,30000.0,Urban,67.0,2,Truck,8,9,No,4.0,No,Medium,No
54,Female,30000.0,Urban,25.2,3,Sedan,6,16,No,4.0,No,Low,No
52,Female,84758.0,Urban,28.3,1,SUV,6,18,No,4.0,Yes,Low,No
42,Female,53122.0,Suburban,18.9,1,Sedan,3,2,Yes,5.0,No,Low,No
32,Female,88201.0,Suburban,61.8,3,SUV,7,3,Yes,5.0,Yes,Low,Yes
50,Female,112540.0,Rural,69.1,2,SUV,1,1,Yes,4.0,No,Low,No
55,Female,47030.0,Urban,25.0,1,Truck,2,3,Yes,3.0,Yes,Low,Yes
63,Female,128429.0,Urban,85.4,1,Sedan,8,19,No,1.0,No,Low,No
46,Female,80353.0,Urban,51.5,1,Sedan,14,4,Yes,3.0,Yes,Low,No
54,Male,30000.0,Suburban,5.0,1,Sedan,6,1,Yes,1.0,No,Low,No
31,Female,40256.0,Urban,76.1,1,Hatchback,13,9,Yes,3.0,No,Low,No
31,Female,87678.0,Urban,42.2,3,SUV,6,6,No,2.0,Yes,Low,No
36,Female,76258.0,Suburban,5.0,2,Sedan,7,7,No,4.0,Yes,Low,No
58,Male,63571.0,Urban,66.0,2,Sedan,13,14,Yes,3.0,No,Low,No
69,Male,102883.0,Suburban,92.1,3,SUV,5,8,Yes,5.0,Yes,Low,Yes
59,Male,73232.0,Suburban,33.0,1,SUV,3,1,Yes,1.0,Yes,Low,No
64,Male,67598.0,Urban,35.2,1,Sedan,14,19,No,1.0,No,Low,No
57,Male,64221.0,Urban,41.5,3,Sedan,7,3,No,4.0,Yes,Low,No
48,Male,71090.0,Suburban,25.8,3,Sedan,2,5,Yes,4.0,Yes,Low,Yes
39,Female,103376.0,Urban,53.8,3,SUV,2,8,Yes,3.0,No,Low,No
46,Female,68476.0,Suburban,67.3,4,Truck,1,9,Yes,2.0,No,Low,No
51,Female,71934.0,Urban,28.2,2,Hatchback,7,9,No,1.0,Yes,Low,No
39,Male,93141.0,Urban,92.1,2,Sedan,12,4,No,2.0,Yes,Medium,No
45,Male,101793.0,Rural,82.1,2,SUV,1,0,Yes,1.0,Yes,Low,No
26,Female,72223.0,Rural,40.0,1,SUV,2,1,Yes,1.0,No,Low,No
31,Male,109262.0,Urban,28.6,1,SUV,9,19,No,1.0,No,Low,No
50,Female,64358.0,Urban,96.6,1,Truck,14,19,Yes,1.0,Yes,Low,No
57,Female,90805.0,Suburban,34.3,4,Sedan,7,6,Yes,1.0,No,Low,No
57,Male,115831.0,Suburban,31.6,1,Hatchback,6,4,Yes,2.0,No,Low,No
56,Female,56521.0,Urban,31.4,2,SUV,10,7,No,3.0,Yes,Low,No
66,Female,108802.0,Suburban,82.6,1,Sedan,0,4,Yes,3.0,Yes,Low,No
67,Female,30000.0,Urban,5.0,2,Sedan,5,4,Yes,2.0,No,Low,No
40,Male,59962.0,Urban,9.1,2,SUV,13,4,Yes,2.0,No,Low,No
48,Female,124829.0,Urban,62.7,2,Sedan,2,12,No,5.0,No,Medium,No
47,Female,109149.0,Suburban,58.1,1,SUV,2,5,Yes,5.0,Yes,Low,Yes
55,Male,62006.0,Urban,22.0,2,Truck,3,15,No,1.0,No,Low,No
64,Male,81449.0,Urban,20.4,2,Sedan,8,9,Yes,2.0,Yes,Low,No
32,Female,32275.0,Rural,31.8,1,Hatchback,2,0,Yes,2.0,Yes,Low,No
49,Male,90350.0,Suburban,54.1,2,SUV,5,1,Yes,4.0,No,Low,No
66,Female,100048.0,Suburban,5.0,2,SUV,4,8,Yes,4.0,Yes,Low,Yes
61,Female,81108.0,Suburban,38.0,1,Sedan,6,9,Yes,4.0,No,Low,No
56,Female,77121.0,Urban,80.3,2,Sedan,9,9,Yes,5.0,Yes,Low,Yes
41,Female,30000.0,Suburban,43.1,1,Sedan,0,7,Yes,4.0,No,Low,No
48,Male,107191.0,Urban,17.9,1,SUV,6,12,No,2.0,Yes,Low,No
47,Male,40478.0,Urban,96.7,1,Sedan,4,19,Yes,3.0,No,Low,No
57,Female,86732.0,Urban,57.2,2,SUV,5,6,No,1.0,Yes,Low,No
28,Male,51317.0,Urban,34.2,2,Hatchback,7,6,No,5.0,Yes,Low,No
37,Female,93603.0,Urban,29.8,1,Hatchback,6,15,Yes,4.0,Yes,Low,No
32,Male,82783.0,Urban,51.3,3,Sedan,6,4,No,2.0,Yes,Medium,No
34,Male,44909.0,Rural,36.4,1,Truck,2,3,Yes,4.0,Yes,Low,No
48,Female,152819.0,Suburban,24.6,1,SUV,0,1,Yes,4.0,Yes,Low,No
