Gender_Female,Gender_Male,Gender_Other,City_Type_Rural,City_Type_Suburban,City_Type_Urban,Current_Car_Type_Hatchback,Current_Car_Type_SUV,Current_Car_Type_Sedan,Current_Car_Type_Truck,Home_Charging_Possible_No,Home_Charging_Possible_Yes,Subsidy_Available_No,Subsidy_Available_Yes,Range_Anxiety_Level_High,Range_Anxiety_Level_Low,Range_Anxiety_Level_Medium,Age,Annual_Income_USD,Daily_Commute_km,Number_of_Cars_Owned,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Environmental_Concern_Level,Will_Buy_EV
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4684163577534206,0.7495235251551634,0.3670419727487652,0.16378718564013023,-0.08567819461659286,-0.2772711752944717,-1.4158448213142836,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.6945273437366972,-0.04702774743825092,0.15855437996380845,1.332860602057906,1.6431986065253803,0.2931673968378938,-0.7018894880914085,1
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.3082873970420332,-0.7728529780855087,-0.45387792384200243,0.16378718564013023,0.40828660570968517,-0.6575635567160487,1.439976511577217,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.7675514716695038,0.016197986816858422,-0.2453903310570457,0.16378718564013023,-1.3205901954322878,-1.0378559381376258,-0.7018894880914085,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5456643470923533,0.6425046720262946,-0.7883267706012043,-1.0052862307776453,-1.073607795269149,-1.2280021288484142,1.439976511577217,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3953922298206138,0.4050362524857809,-0.6145871099470734,0.16378718564013023,-1.073607795269149,-0.8477097474268372,1.439976511577217,0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.22681554629697437,1.0831632453788165,0.3496680066833522,1.332860602057906,-0.8266253951060099,2.1946293039457787,0.7260211783543419,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.076543429025235,-0.2957156355083477,0.47997275217395025,0.16378718564013023,-0.8266253951060099,0.10302120612710526,-1.4158448213142836,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5456643470923533,-0.946785733301035,1.1532139372087065,-1.0052862307776453,-1.073607795269149,0.2931673968378938,-1.4158448213142836,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9319042937870173,-0.907362628412555,1.917668444086882,0.16378718564013023,0.9022514060359632,1.6241907318134132,1.439976511577217,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.704384187176345,-0.8967940130297156,2.343330612689502,0.16378718564013023,0.9022514060359632,2.1946293039457787,-1.4158448213142836,0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.076543429025235,-0.16560699217356875,-0.045589721304795286,0.16378718564013023,0.40828660570968517,-0.46741736600526024,0.012065845131466689,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.22681554629697437,0.7105963083784883,1.7482722749491044,-1.0052862307776453,1.8901810066885192,2.1946293039457787,-0.7018894880914085,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.9220474503473693,0.8530401684944111,-0.83610517728109,-1.0052862307776453,0.6552690058728242,-0.8477097474268372,-1.4158448213142836,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.7675514716695038,0.9264316090415184,-0.6102436184307202,-1.0052862307776453,-0.08567819461659286,-1.2280021288484142,0.012065845131466689,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7001603257702189,-0.25145762152977114,-0.9881273803534545,0.16378718564013023,-0.33266059477973187,-0.2772711752944717,-1.4158448213142836,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.6271361978374124,-0.7927814815786632,0.6493689213117276,-1.0052862307776453,-1.3205901954322878,-0.8477097474268372,0.7260211783543419,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.08217641105875673,2.0651766717872184,-0.8100442281829705,-1.0052862307776453,0.9022514060359632,1.6241907318134132,-1.4158448213142836,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.6945273437366972,0.5455275531614724,0.4191638709450045,1.332860602057906,-0.8266253951060099,0.10302120612710526,-1.4158448213142836,0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.4726402191595467,-0.7926265165437242,0.054310583571329764,0.16378718564013023,-0.33266059477973187,-0.6575635567160487,-1.4158448213142836,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.9992954396863022,0.07272923156260325,-1.0576232446151068,0.16378718564013023,0.6552690058728242,0.8636059689702592,0.012065845131466689,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.076543429025235,0.149591888892344,0.7579562092205593,0.16378718564013023,-1.3205901954322878,-1.4181483195592026,1.439976511577217,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.086400272464883,0.9526516929531961,-1.5658117520284391,0.16378718564013023,-0.8266253951060099,0.48331358754868226,0.012065845131466689,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.22681554629697437,1.3265823222609874,-0.8404486687974434,0.16378718564013023,0.40828660570968517,-0.6575635567160487,-0.7018894880914085,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.00915228312595,0.04957745534271762,-0.3452906359331707,2.5019340184756813,0.16130420554654615,0.8636059689702592,0.7260211783543419,0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4684163577534206,0.6278759727280535,-0.17155097527904,0.16378718564013023,1.149233806199102,0.8636059689702592,1.439976511577217,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.1537914183641678,-0.06444581736539379,0.17592834602922144,-1.0052862307776453,0.16130420554654615,0.2931673968378938,-0.7018894880914085,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.9220474503473693,1.6065111613747853,-0.8274181942483836,0.16378718564013023,0.40828660570968517,2.0044831132349903,-0.7018894880914085,0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.3181442404816812,-1.5232866562810785,1.0272526832344622,-1.0052862307776453,1.6431986065253803,1.2438983503918362,0.012065845131466689,0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.2408962511427484,0.08931049030107556,-1.422476531988781,0.16378718564013023,1.149233806199102,0.6734597782594708,-0.7018894880914085,1
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.9992954396863022,-0.34883764948543466,-1.2661108374000638,0.16378718564013023,-0.08567819461659286,-0.6575635567160487,0.012065845131466689,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.30406353563590716,0.02695256024162457,-1.5658117520284391,0.16378718564013023,-1.073607795269149,-1.4181483195592026,1.439976511577217,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1537914183641678,-1.3202514675040093,-0.9403489736735686,-1.0052862307776453,0.9022514060359632,0.10302120612710526,-1.4158448213142836,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.3181442404816812,-1.2388018451400742,0.8448260395476247,0.16378718564013023,0.40828660570968517,-1.0378559381376258,-1.4158448213142836,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.5358075036527055,0.09997208470487831,-1.5658117520284391,-1.0052862307776453,1.3962162063622412,0.10302120612710526,-0.7018894880914085,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.704384187176345,-1.223925201785931,0.20633278664369414,0.16378718564013023,0.40828660570968517,0.2931673968378938,0.012065845131466689,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.6945273437366972,-1.713211803102309,0.7883606498350323,-1.0052862307776453,-1.3205901954322878,-1.2280021288484142,1.439976511577217,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.5498882084984795,-0.942167775259853,-0.0933681279846813,0.16378718564013023,0.9022514060359632,0.2931673968378938,0.012065845131466689,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.7675514716695038,-1.060251131883366,0.04562360053862341,0.16378718564013023,0.16130420554654615,-0.2772711752944717,0.012065845131466689,0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.38131152497483994,1.2014325600442564,0.2454242102908738,0.16378718564013023,-0.8266253951060099,-0.8477097474268372,1.439976511577217,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.8447994610084366,-0.9514036913422169,0.8448260395476247,-1.0052862307776453,-0.8266253951060099,0.2931673968378938,0.7260211783543419,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.5358075036527055,-1.4323221807718893,-1.5658117520284391,0.16378718564013023,2.1371634068516583,-0.08712498458368323,0.012065845131466689,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8546563044480845,-0.5306736214828496,-0.7231743978559052,0.16378718564013023,-1.073607795269149,-0.6575635567160487,-0.7018894880914085,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5456643470923533,-1.713211803102309,-0.24973382257339902,0.16378718564013023,-0.8266253951060099,0.10302120612710526,0.012065845131466689,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.15942440039768951,-1.1636128101876746,0.3931029218468849,-1.0052862307776453,-0.8266253951060099,-0.2772711752944717,-0.7018894880914085,0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.086400272464883,-0.8933227962470822,1.6440284785566264,-1.0052862307776453,0.9022514060359632,2.0044831132349903,-1.4158448213142836,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.22681554629697437,1.035496000631582,1.7395852919163977,-1.0052862307776453,1.8901810066885192,0.2931673968378938,-0.7018894880914085,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.00915228312595,-0.030694432755681008,-0.35397761896587737,0.16378718564013023,-1.3205901954322878,-1.4181483195592026,1.439976511577217,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6229123364312862,0.5125200007194668,-1.5658117520284391,0.16378718564013023,0.6552690058728242,0.10302120612710526,-0.7018894880914085,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.9220474503473693,0.9534885041418667,0.7753301752859724,-1.0052862307776453,-0.8266253951060099,-0.2772711752944717,-0.7018894880914085,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.3181442404816812,-0.6703900969838461,-0.019528772206675614,-1.0052862307776453,2.1371634068516583,0.2931673968378938,-1.4158448213142836,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.1495675569580416,0.2239131196490853,0.35835498971605856,-1.0052862307776453,1.8901810066885192,2.1946293039457787,1.439976511577217,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3911683684144878,0.43522344129189683,-0.19326843286080633,0.16378718564013023,-0.5796429949428709,0.2931673968378938,-1.4158448213142836,0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.076543429025235,-1.5603852856454736,0.46694227762489027,-1.0052862307776453,-0.8266253951060099,1.0537521596810477,0.012065845131466689,0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.004928421719823952,-1.3460376493178579,0.3626984812324119,1.332860602057906,0.40828660570968517,0.2931673968378938,1.439976511577217,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3139203790755551,0.18641158119384887,1.3182666148301312,0.16378718564013023,0.16130420554654615,-0.46741736600526024,-1.4158448213142836,0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.08217641105875673,-0.6621769501320796,-0.5146868050709483,-1.0052862307776453,-0.08567819461659286,1.6241907318134132,-0.7018894880914085,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1636482618038155,-1.2104122507392507,0.1411804138983951,0.16378718564013023,-0.5796429949428709,-0.08712498458368323,0.012065845131466689,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.004928421719823952,0.5451866300846067,0.48431624369030357,-1.0052862307776453,0.40828660570968517,-1.0378559381376258,0.7260211783543419,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.9992954396863022,-0.030694432755681008,1.2400837675357719,0.16378718564013023,-0.33266059477973187,-1.0378559381376258,0.012065845131466689,1
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.5400313650588315,-0.2330167823720309,-1.2183324307201777,0.16378718564013023,-1.073607795269149,-1.2280021288484142,1.439976511577217,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.30406353563590716,1.6206439725612214,-1.1227756173604058,-1.0052862307776453,-1.3205901954322878,-1.2280021288484142,-0.7018894880914085,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4684163577534206,-0.5133795235836579,0.4278508539777109,0.16378718564013023,1.149233806199102,0.6734597782594708,0.7260211783543419,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.8447994610084366,0.38454987486684594,-0.6363045675288398,-1.0052862307776453,0.16130420554654615,-0.6575635567160487,0.012065845131466689,0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.9220474503473693,-1.0205490899319958,1.4529148518370822,-1.0052862307776453,0.16130420554654615,-0.46741736600526024,0.7260211783543419,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6229123364312862,0.1572161686113425,1.0055352256526957,0.16378718564013023,-1.3205901954322878,-0.46741736600526024,0.7260211783543419,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.00915228312595,-0.4130861529711414,-0.6927699572414322,-1.0052862307776453,-0.08567819461659286,-0.6575635567160487,-1.4158448213142836,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4684163577534206,1.7903616788264072,-0.5972131438816604,0.16378718564013023,-0.08567819461659286,1.0537521596810477,0.7260211783543419,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.462783375719899,-0.31152206907212504,1.235740276019419,0.16378718564013023,0.40828660570968517,-0.2772711752944717,0.7260211783543419,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.22681554629697437,-1.713211803102309,-0.21064239892621936,-1.0052862307776453,1.8901810066885192,1.6241907318134132,0.012065845131466689,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.1495675569580416,-0.10185437679966683,-0.9360054821572152,0.16378718564013023,-0.5796429949428709,0.2931673968378938,0.012065845131466689,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.6130554929916383,-1.713211803102309,-0.4365039577765894,-1.0052862307776453,1.8901810066885192,1.4340445411026248,0.012065845131466689,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.3082873970420332,-1.713211803102309,-0.6363045675288398,1.332860602057906,0.9022514060359632,0.10302120612710526,-1.4158448213142836,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.3082873970420332,0.09712072806200082,0.019562651440503738,1.332860602057906,-1.3205901954322878,-0.8477097474268372,0.7260211783543419,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.2310394077031004,-0.08998405512333991,1.7439287834327513,0.16378718564013023,0.6552690058728242,1.2438983503918362,0.012065845131466689,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.15942440039768951,1.5717060145274873,-1.5658117520284391,0.16378718564013023,-0.5796429949428709,-1.0378559381376258,0.012065845131466689,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3181442404816812,-0.14090556560429318,1.3747320045427236,-1.0052862307776453,0.9022514060359632,0.48331358754868226,-1.4158448213142836,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1636482618038155,-1.713211803102309,0.12380644783298211,0.16378718564013023,-0.08567819461659286,0.2931673968378938,0.012065845131466689,0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.1537914183641678,1.0700841964299654,1.7308983088836916,0.16378718564013023,0.16130420554654615,-0.08712498458368323,0.7260211783543419,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1636482618038155,1.9202533711122716,0.09340200721850943,-1.0052862307776453,1.3962162063622412,1.6241907318134132,-1.4158448213142836,0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.385535386380966,0.3053317490060325,-1.5658117520284391,0.16378718564013023,-1.073607795269149,0.2931673968378938,-1.4158448213142836,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08217641105875673,2.3619966997093664,-0.3322601613841111,1.332860602057906,1.8901810066885192,1.2438983503918362,-0.7018894880914085,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.00915228312595,-0.40338534178396035,-0.006498297657615932,0.16378718564013023,0.6552690058728242,0.6734597782594708,-1.4158448213142836,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.5358075036527055,-0.5073048942140495,0.1411804138983951,0.16378718564013023,1.3962162063622412,-0.6575635567160487,0.7260211783543419,1
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9319042937870173,-0.3663177054265531,-0.5581217202344809,-1.0052862307776453,-0.5796429949428709,-0.46741736600526024,-0.7018894880914085,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.462783375719899,0.3574309937525221,-0.019528772206675614,0.16378718564013023,-0.08567819461659286,0.8636059689702592,-1.4158448213142836,0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.30406353563590716,0.74605230837253,-1.5658117520284391,0.16378718564013023,-0.08567819461659286,-1.2280021288484142,0.012065845131466689,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.690303482330571,0.3953974273125755,1.6049370549094466,0.16378718564013023,0.40828660570968517,-0.46741736600526024,-1.4158448213142836,0
